('__HVKcFKVdr6lVFH2rdQVw', 'Bee', 'Philadelphia, PA', 'October 2007', 6L, 70L, 7L, None, '6-57-20', 7L, datetime.datetime(2013, 12, 7, 17, 21, 42))
('JKiTrPcJQjdLvAediSHVHQ', 'Nagesh K.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 15, 45))
('jklCtvLWbkuoBiw60i1g3g', 'Hannah K.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 21, 54))
('jkZp_f8zdWHkGstnNiIaDQ', 'Kathryn C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 56, 11))
('jL70avqZagB8x3T5lqrArw', 'Michelle R.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 7, 50))
('jl9c3cv0kxy62E8NL7pnzA', 'Nicole W.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 21, 19))
('jlb7KlJ-5--lnrZUzx971w', 'Andrew D.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('jllqb6ymVR_SW_TbbtNypA', 'Annie W.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 16, 45))
('jlU1OcjF0V34SKOUsz_J6A', 'Gus C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 21, 42))
('jmAkOiJECrhuoQNf1O8bUQ', 'Woodrow B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 21, 19))
('JMmRCvFeu8FW8HmyOMn0wg', 'Lauran T.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 0, 57))
('Jo2Zne6V4iL89Ga5pZ14-A', 'B G.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 12))
('JOEhSh8IASZ-G9SXnnoneQ', 'Ali K.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 46, 14))
('joJu1fWquaog70qYGCOxlg', 'Trenton C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 42))
('joNKVEGkWfA1PsdLZelbYg', 'Canary P.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 21, 46))
('JOrDiXIgpb0sjtd7Cr3CdA', 'Mandy H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 18, 43))
('JpJFc4zjDJYh7Y-YmXP1SQ', 'D. W.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 5, 25))
('jpY8IGiem6A7kXfPrFv0PA', 'Chau P.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('JQaSKCHCKV2NDztZrt_y1Q', 'Chris F.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 12))
('jqDXtIztN7nLbFpQ6CeCUw', 'Alec C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('jQF9CqbIfpQit9B0MAG4Wg', 'Paul L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 12))
('JQJLGRjTGOXWt2IgyUKJTw', 'Adrianne J.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 16, 21))
('jQMGpSZ004DWjq6vNyslzg', 'Melissa C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 54, 19))
('JQTrInBEFroObt_nTJpW3Q', 'Matthew L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 47, 37))
('JQwFxyxVgLwS2SemDKqzrQ', 'Marcie S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 57, 26))
('JrcOPACvqnaqD7vIcjoYrg', 'Vanessa J.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 47))
('JRMLZpQ9jd4qzu63no6bsg', 'Jess C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('JrQ4kKePypqQh_d_vlNocA', 'Riff V.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 15, 11))
('JRVlVmlVCByfebV43VY-7A', 'Evan H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 49))
('jsGO-fIwKT1eT9-etn5YIA', 'Melissa R.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 21, 23))
('Jslz3r_friK622tEL_iHrg', 'Andries C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 14, 28))
('JsmxNqjfPN_4RT7CpauUHw', 'Scott H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 17, 8))
('jsul-YnzSSzVaVK1gbx3YQ', 'jody g.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 47))
('Jt3GylPuH64uA3zTdbMdCg', 'Dana B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('jTcOv8994tIQtOVly8qj3w', 'Whitney W.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 57, 21))
('jTMB8vnPHXorTubcPPMUzQ', 'Bruce E.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 42))
('Jto5o37nPn__7tR2a3wzpg', 'solomon j.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 57, 35))
('JTqQ9C9S2Qc8_aHtO1965g', 'Ann V.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('jtU1W2MqemCjv1QefgpG5Q', 'Sandy L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 15, 29))
('JVhTxsNFTXbLbMXUCbf-VQ', 'Jamie K.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('JvQ5ixnt53o6KeReM_fOzg', 'Heather S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 4, 49))
('JWeXuv2B9lRhiXBcIzsi2Q', 'Ciara S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('jwmMWvA_yTjXbzK0ErnEOA', 'Mindy K.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 16, 22))
('JXnYAfZ2_steQ7En2Zd7Ug', 'Jason A.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 18, 43))
('JXXYIKaDbRX4GkBI0Iyqvw', 'E. J.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 15, 45))
('JYKHI8RoZYRBE3xYIh2GZw', 'Jessica K.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 59, 47))
('jYT5VU-nqvkl3hUZHGr-pQ', 'Brandon G.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 16, 21))
('jyTefgS2dhxNdeni_0IEOQ', 'Cory A.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 21, 42))
('jYWdeaf03uJ-_-LyvNNqBg', 'Chris L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 56, 11))
('Jz4Tn0G_yyTvDbbfWRde8A', 'Jennifer Niko\xe2\x80\xa6', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 8, 32))
('jz73m7ZP0c2HFXNKgcrcYQ', 'Carolyn S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 18))
('jzzCrI-CY63GSWSFjvNyUQ', 'Kay S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('k_QqFbnVIMkDo3M7bbpSrg', 'Jenny T.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 6, 19))
('K-rMtNcAz0wOWQ81W88NsQ', 'Kristin H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 14, 24))
('k0fsO3VT2wxpnx5y88HN_A', 'Ashley V.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 15, 1))
('k0PAP9Gl2NZkUR9WWDXeaQ', 'Kelly G.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 15, 45))
('K0wdz7QT8DsItQKGmGQaVA', 'Lai J.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 16, 33))
('k38u0EOLxdx8MHdhH2i07A', 'Sean D.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 21, 42))
('K3BT4Z51sMiJT5wrP08qHQ', 'Warren W.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 47, 47))
('k3fIWOl9yc6yUqMbx7dNOA', 'Casey L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 1, 35))
('k4GF2fhmTuAS_d4azxGjEA', 'Veronica P.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 0, 48))
('k5W1QHVB6fCwkj_JJTK_aw', 'Rannica A.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 47, 37))
('K6Cx8UFBh8geG9hnwm367w', 'jonathan u.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 21, 42))
('K8sxtM4h3Bb43qVieKxpOQ', 'Kate V.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 46, 40))
('KA6qEMS_bGFaGWgIGLYViw', 'Kati S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 12))
('KajRTZm0bZfq2XS4Le9gOw', 'William W.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 27))
('KapAhteIImXvM001fR5Auw', 'Lani M.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 14, 37))
('Kb35gjm6Jl39_Dv8Vrj3Uw', 'Nina O.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 21, 7))
('Kb6w2DLhWjXFyoPY4qVHTA', 'Christopher G.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 16, 26))
('kbaWzfIrsc9h3e9ROSD47g', 'Chantul D.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('kBFb2l1OmfQ-zLOR1d112Q', 'Chris H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 1, 35))
('KCgTmO249FOcdFo5aohP4w', 'Kimberly N.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 7, 6))
('kCISBvkB4kEuJKcaVJKeHQ', 'Zynthia M.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 17, 41))
('KD2jt7JvyVEOTttJowTO6w', 'Jasper L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('kDPDhoUGEJcqlOaYwzYdAQ', 'Aaron J.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 21, 42))
('KDw1B6VZ-c0cSobzgRx06A', 'Justine J.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 17, 8))
('KE5kq30OknLdCfsLW7v51A', 'Michelle O.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 57, 42))
('kEp4BUj_Vx1fYW1AqHOo1Q', 'Dan E.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 12))
('kevzZpfAJ0zobNOnsziqvw', 'Nicholas L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 48, 45))
('kEyRH-wIsIw9M7T-pfQZAw', 'Liz R.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 57, 21))
('kGFb6YoNpyNFlbFE2IvIkQ', 'Jessica C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 7, 19))
('kGvOHKwVjYiaXMYGlm8lyQ', 'Charmaine J.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('kgY-1_4UBY8J71uMA-Uvzg', 'The great B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 14, 37))
('KhhlZrnwPbJsgLN5tNrIFQ', 'Shannon M.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 18, 43))
('KhoSdNA7XDLl600n0bmxsg', 'Nilesh T.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 5, 39))
('KI4UutWtai0UKZ6ZK2pg2Q', 'Lucky K.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 8, 2))
('ki5C6dmQfWu4ZoSdOlg0hw', 'Lindsay H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('kiCpP_ZpGEeGGFsUVrqtmg', 'Cassidi B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 46))
('kihHlOA5FeA9Rj2UfuQttg', 'Bob G.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('kio__rbZ87eFUWzsFy1qgQ', 'Joseph G.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 19, 8))
('kkteyLV-nBhNcyi-mwUIBw', 'Nate P.', 'San Francisco, CA', 'December 2007', 449L, 38L, 1L, None, '9-27-13', 9L, datetime.datetime(2013, 12, 7, 16, 4, 27))
('KLd9ahS8hINGi4iA5gvRGQ', 'Adam L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('KM_yA2BvuWsv7125im1nWg', 'Raymond J.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 58, 25))
('kM0dAA9vd-UvRn-6lVqQZQ', 'Joe c.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 42))
('kMQUd8BWqo9pN98BwnW8Rg', 'Agatha S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 2, 11))
('kMr3aZqNsXnNk0ZEsyt6sw', 'Jon S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 42))
('kNeksUPery5bsSmeeZHC1Q', 'Christy B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 17, 8))
('KneNPVkFo0dqixWrtFkQDA', 'linda b.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 12))
('KNGqsMamDyyBfTMzu4XEMg', 'Gerry H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 47, 37))
('KnPrhgAtSuUEA4PYSLFDVg', 'Nicole H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 15, 1))
('KO_w7opb4VthO-69-qU6JA', 'Jenn G.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 14, 50))
('kOj_uHjPq0_MqwpBcoSAVA', 'Kate M.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 21, 42))
('KqD5cQtRtHMLufU61pf8RA', 'Katy D.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 53))
('kQpJMCnSPfV5uMU1cTg5iA', 'Marc C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('KqzgupvHOVfYQhefLBQxzg', 'Thuy N.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 47, 37))
('KRkVNVe-f5uzwfJmOihNDQ', 'Elizabeth D.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 12))
('ks8EM8qHV5mTjkWIuHolpw', 'Nicole H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 1, 49))
('KsB6ZyNLM9e8p6_8-pUo2w', 'Sean T.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 27))
('Ksgxq9-mmarIas-IAjBD0w', 'Jessica B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 47, 47))
('Kshw68ZkKMkULsRnK2EJtQ', 'Joseph S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 9, 57))
('ksjEIVLTIB18QZr5cLZVOQ', 'Mark T.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('kTBjikf7etAyNTcaXw6u3Q', 'Emily A.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 12))
('ktsn-WpwC5ues8Mvbywh-w', 'Berto M.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('ku7MXSmR4uStJZtzh6ALqw', 'Stacie L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 47, 37))
('kuhYz6erOHGKazHex8_KCQ', 'Ruth Y.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 8, 32))
('KuJRMMeExSLVqD8Lr0fzvQ', 'Kelsey H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 4, 16))
('kuMH4xPyYO0atUH1XWVUdg', 'James H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('KUoGhkLE407owYH5SXI3FQ', 'V. L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 6, 52))
('KuY88DVpi2eujbh7PVgKmg', 'Timothy D.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 21, 46))
('KvL9pzDCwMXh4i12NmlDtQ', 'Andrew Z.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 18, 43))
('KVOYtl0OfPpzRCmZNaNqNA', 'Janvarak T.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 52))
('kvYN3MLHcCVN3MCBoJWcNA', 'Chef L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 21, 42))
('KW-X4cQ2yBZYVUjFaAY04A', 'Monica L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 17, 8))
('KW0vj_At7du6dXevWZHBRw', 'Dave S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 2, 47))
('KwdZM7s-w1H4iLACvjCE7A', 'Julie A.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 6, 52))
('kx6iwS2uFz2OmwralQCS1w', 'Jennyfrom T.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 4, 5))
('kX8VElJe7Pj-cJ-yZAzHdA', 'Alexander M.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('KxxgIA0rBGU7q8Fy_0hAPA', 'Amanda G.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 49))
('KXYRjdlgg-Gw7mwF22ZAJg', 'Dennis L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('KY0Z22JZMKbaT4WoyWnbng', 'John S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 48, 45))
('kyI_3H0gY_HQ9Qv6ouzt8A', 'Dan A.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('kynr32zFMbU-ValbbVxQOQ', 'jay d.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 15))
('Kywzs0YNYwnrSElg8947AA', 'Senthil P.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 15, 52))
('kzN4tuIXM1B0TRBBKNuXWg', 'Charles B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 46, 40))
('Kzxc5idVyaqWpynDMaE7Qw', 'Anson W.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 47, 37))
('l_DXMon1qM2St-8Az9yIKA', 'Anderson B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 46))
('L_itbLvCb5VsWEHajGmEeA', 'Caleb S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 8, 53))
('L_LtTogLC9OkyfnuVuSYJQ', 'Heather G.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('L_Pzod1xZTpkl534gqkpiA', 'Iris M.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 12))
('L-0DKWUO2VobYbkqHorKQg', 'Michael K.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 16, 26))
('L-tzjt-2JfwRrSoOdIUZeg', 'David B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('l-WCnUwZjUgta-Nqa89aUg', 'nicholas m.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 12))
('l00utRRngM8JfQ8URXmdaw', 'Jen C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('l0kFkNXj2CRet38y62snNg', 'Kate C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 56, 11))
('L2FX73qrfBtYVV5O6_lPyg', 'Hodge P.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 14, 37))
('L2G5L_Rr00wqO2QAlnP8FQ', 'Nicole M.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 0, 48))
('l31USAcpRND48ef3AmC59Q', 'Gregory W.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 12))
('l46qNua76TDLQFHwvKspcA', 'Alison C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 21, 50))
('L4KX7XLukcdUA1rdpm9-Sg', 'Heather H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 7, 40))
('L6AoUoQYFl7mtVWzWcvddQ', 'Vicki S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 52))
('L7hHsXss1KDmNRBTH-hr7w', 'Josh N.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 42))
('L7JQTCc_BTvORhIytATDTw', 'MeiMei L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 47, 37))
('l7wu5d4SAZLuKoBTnltlyQ', 'Rashada S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 6, 52))
('l7zmF8szWBC-A07oIDRdKw', 'Ashley S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('L8GecSCRZhB0X93Vd8FFow', 'Andrea K.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 22, 20))
('L91EkcloKqDREcwty-1DUg', 'Gabriel N.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 14, 12))
('L9Dxh667rEUqyui7Pf5hRA', 'Lane D.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 47))
